ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100030565,0,1,35,1,140751,1,1
100030566,1,1,18,0,81054,0,0
100030567,0,1,31,1,115930,1,0
100030568,1,1,63,3,190814,1,0
100030569,1,1,22,1,59530,1,1
100030570,0,0,25,0,101627,1,2
100030571,0,1,22,0,141014,1,1
100030572,0,0,30,1,97869,1,1
100030573,1,1,24,1,86766,0,2
100030574,0,1,33,1,93675,0,0
100030575,0,0,36,1,100018,1,0
100030576,0,0,43,1,155129,1,2
100030577,1,1,29,0,35832,0,0
100030578,1,1,23,1,114846,1,0
100030579,0,1,42,1,133077,2,1
100030580,0,0,38,1,95851,0,2
100030581,1,1,29,1,123902,1,1
100030582,0,1,29,1,175126,2,2
100030583,1,1,35,1,111382,1,0
100030584,0,1,34,2,97356,1,2
100030585,0,1,42,1,115860,1,1
100030586,0,0,56,1,75449,0,1
100030587,0,0,29,0,91979,0,0
100030588,0,0,23,0,89935,1,2
100030589,0,1,25,1,124860,2,2
100030590,1,1,41,2,163198,1,1
100030591,1,1,18,1,116846,1,0
100030592,1,1,57,2,207883,2,2
100030593,1,1,55,2,103084,0,0
100030594,1,0,29,1,61456,0,0
100030595,0,0,58,2,158530,2,2
100030596,0,0,52,1,103686,0,0
100030597,1,1,28,1,102196,0,1
100030598,1,1,52,2,97976,0,0
100030599,0,0,42,1,104595,0,1
100030600,1,1,38,1,122171,2,1
100030601,0,0,45,1,166223,1,0
100030602,1,1,34,1,132253,0,0
100030603,0,0,42,1,85233,1,0
100030604,1,1,31,0,56809,0,0
100030605,1,0,44,1,130586,1,2
100030606,1,0,34,1,143934,1,1
100030607,1,1,26,1,74608,1,0
100030608,0,0,40,1,140585,1,2
100030609,0,0,36,0,134413,1,1
100030610,1,1,40,2,102848,0,0
100030611,1,1,18,1,35832,0,0
100030612,0,0,25,0,110998,1,2
100030613,0,0,53,1,60364,0,0
100030614,1,0,25,0,119729,1,1
100030615,0,0,44,0,112660,0,0
100030616,0,1,44,2,138019,1,2
100030617,0,0,18,0,115587,1,1
100030618,0,0,47,2,120048,1,1
100030619,0,0,46,0,91918,0,0
100030620,0,0,40,1,147951,1,1
100030621,0,1,25,1,115517,1,0
100030622,1,0,42,1,108588,1,1
100030623,0,1,38,2,130184,1,2
100030624,1,1,28,1,102174,1,1
100030625,0,1,53,2,149505,2,1
100030626,0,0,50,1,174629,0,1
100030627,1,0,48,1,137687,1,0
100030628,1,1,35,1,35832,0,0
100030629,1,1,35,2,182053,1,0
100030630,1,1,33,1,188165,2,1
100030631,0,0,35,1,61411,0,1
100030632,1,1,29,1,98403,1,1
100030633,0,1,18,0,129092,1,1
100030634,1,1,32,2,138387,1,2
100030635,1,1,27,1,93739,1,1
100030636,1,1,18,1,96159,0,0
100030637,1,1,18,1,106074,1,1
100030638,1,1,39,1,160418,1,2
100030639,1,1,20,1,59159,0,0
100030640,0,0,34,1,133832,1,1
100030641,0,0,37,0,74912,1,2
100030642,1,1,28,1,139417,1,1
100030643,0,0,33,1,125768,1,0
100030644,0,0,61,2,171439,1,1
100030645,0,0,47,1,179981,2,2
100030646,1,1,29,1,165862,2,0
100030647,0,0,39,1,129327,1,2
100030648,0,0,40,1,161784,1,1
100030649,0,0,48,2,117179,1,1
100030650,1,1,47,2,103597,1,0
100030651,0,0,56,1,128328,1,1
100030652,0,1,27,0,83644,0,0
100030653,1,1,30,1,149037,1,1
100030654,1,0,18,1,91484,1,0
100030655,0,0,40,1,166666,1,2
100030656,1,1,31,1,139576,1,1
100030657,0,1,42,1,135587,1,1
100030658,0,1,29,1,179173,1,2
100030659,0,1,37,1,114792,1,0
100030660,1,1,54,2,124318,1,0
100030661,0,0,29,1,79019,1,0
100030662,1,0,50,1,133843,2,1
100030663,0,0,42,1,169913,1,1
100030664,1,1,18,0,117305,1,0
100030665,0,0,23,1,35832,0,1
100030666,1,1,31,1,35832,0,0
100030667,0,0,30,0,115021,2,2
100030668,0,0,43,1,105530,0,0
100030669,1,0,25,1,125506,1,1
100030670,0,0,39,1,120496,0,0
100030671,1,1,18,0,106035,1,0
100030672,1,0,31,1,111335,1,0
100030673,0,1,22,1,147703,1,0
100030674,0,1,24,1,148737,1,0
100030675,1,0,55,1,102678,0,0
100030676,0,0,39,1,131788,1,2
100030677,0,0,27,1,161290,2,1
100030678,1,1,18,1,81458,0,1
100030679,0,0,27,0,178096,1,1
100030680,0,1,44,1,154482,2,1
100030681,1,1,26,1,46609,0,0
100030682,0,0,43,2,158433,1,1
100030683,1,0,29,0,82826,0,0
100030684,0,1,26,1,149761,2,1
100030685,0,0,32,0,146969,1,1
100030686,0,0,37,0,73828,0,1
100030687,1,0,35,0,176192,2,1
100030688,1,1,46,2,208805,2,1
100030689,1,1,29,2,145075,1,2
100030690,0,0,53,1,161480,1,1
100030691,0,0,70,2,222246,1,2
100030692,1,1,47,1,171205,1,1
100030693,0,1,29,1,109235,2,1
100030694,1,1,29,1,76347,0,0
100030695,0,0,27,0,134940,1,1
100030696,1,1,18,1,35832,0,0
100030697,0,0,54,0,100020,1,1
100030698,1,1,33,2,52216,0,0
100030699,0,1,24,0,127267,1,2
100030700,1,1,40,1,111893,0,1
100030701,1,1,46,1,142391,2,2
100030702,0,0,28,0,84401,0,0
100030703,0,0,23,1,118888,0,1
100030704,0,0,54,1,197470,1,2
100030705,0,1,28,0,107778,0,1
100030706,0,0,47,1,197469,1,2
100030707,1,0,18,0,49234,1,0
100030708,0,0,38,1,96847,0,1
100030709,0,0,44,1,100526,1,0
100030710,0,0,46,1,100662,1,0
100030711,0,0,36,1,178628,1,2
100030712,0,1,18,0,119511,1,0
100030713,0,0,39,1,142298,1,1
100030714,1,1,40,1,181157,2,1
100030715,1,1,39,1,90370,0,0
100030716,1,1,46,2,97564,0,0
100030717,0,0,39,0,121009,0,0
100030718,0,0,23,0,64647,0,0
100030719,0,0,29,1,35832,0,0
100030720,0,0,30,0,110287,0,1
100030721,0,1,45,2,192372,2,2
100030722,1,1,56,2,121229,0,0
100030723,0,0,35,0,102588,0,0
100030724,0,0,35,1,106850,1,1
100030725,1,0,52,2,71834,0,0
100030726,1,1,52,2,157204,1,0
100030727,0,0,44,2,123766,1,1
100030728,1,1,18,0,116984,0,0
100030729,0,0,38,1,75971,1,2
100030730,0,0,46,1,84520,0,1
100030731,0,1,26,1,123891,1,0
100030732,0,1,31,1,137980,1,1
100030733,0,0,57,2,164304,2,1
100030734,1,1,49,2,128197,0,0
100030735,1,1,43,2,161930,1,0
100030736,0,1,55,2,187527,1,0
100030737,1,0,46,1,141852,1,1
100030738,1,1,58,2,138824,0,2
100030739,0,1,37,1,96777,1,0
100030740,0,0,46,1,104816,2,1
100030741,0,0,54,1,86245,0,1
100030742,0,1,35,1,81528,0,1
100030743,0,1,18,0,51700,0,0
100030744,1,0,32,2,84031,0,0
100030745,1,1,30,1,105737,0,1
100030746,0,1,46,2,171815,2,2
100030747,0,1,64,2,157120,1,2
100030748,0,0,46,1,95525,0,0
100030749,1,1,40,2,126005,2,2
100030750,0,1,45,1,111992,1,1
100030751,0,1,45,1,169214,1,2
100030752,1,0,18,0,43602,0,0
100030753,0,1,27,1,114585,1,0
100030754,1,0,36,1,94021,0,0
100030755,0,0,39,1,122397,1,1
100030756,0,1,41,1,162636,1,2
100030757,1,0,54,2,156931,1,1
100030758,1,0,18,0,109602,2,1
100030759,0,1,35,1,111273,1,2
100030760,1,1,36,1,114151,1,0
100030761,0,1,41,1,75321,0,1
100030762,0,0,25,1,100807,0,1
100030763,0,0,40,1,120357,1,1
100030764,0,0,55,1,124375,1,0
100030765,1,1,31,2,102486,1,0
100030766,1,1,19,0,35832,0,0
100030767,0,0,43,1,222538,2,1
100030768,0,0,48,1,171914,2,2
100030769,1,0,27,1,103129,0,0
100030770,0,0,38,1,151759,1,1
100030771,1,0,33,1,138855,0,2
100030772,1,1,26,0,114398,0,1
100030773,0,0,31,1,92277,1,1
100030774,1,1,21,1,124930,1,0
100030775,1,1,27,1,81859,0,0
100030776,0,0,40,1,130263,1,1
100030777,0,0,61,2,139137,0,2
100030778,1,1,22,1,85159,0,0
100030779,0,0,56,2,149179,1,0
100030780,0,0,47,0,132160,1,2
100030781,0,0,57,1,167036,1,2
100030782,0,0,19,1,105447,1,0
100030783,1,0,27,0,137322,1,1
100030784,1,1,24,3,171904,1,2
100030785,1,1,40,2,127609,0,0
100030786,1,1,30,1,152651,2,2
100030787,0,0,28,1,161503,1,1
100030788,1,0,30,1,110931,1,2
100030789,1,1,32,1,115636,1,1
100030790,1,1,35,1,153347,1,1
100030791,0,1,36,1,118113,1,0
100030792,0,1,33,1,115626,1,0
100030793,0,0,31,1,174812,2,2
100030794,1,1,35,1,137874,1,1
100030795,0,1,51,2,96576,1,1
100030796,1,1,26,1,145882,2,1
100030797,0,0,56,1,199927,2,1
100030798,1,1,48,2,46322,0,0
100030799,1,1,26,0,116053,1,0
100030800,1,0,28,1,137472,0,1
100030801,1,1,40,2,131250,1,0
100030802,0,0,47,0,103189,1,2
100030803,1,1,26,0,150834,2,2
100030804,0,1,55,2,224898,2,2
100030805,0,0,31,0,108789,1,1
100030806,1,1,29,1,70449,1,1
100030807,0,1,33,0,122511,1,1
100030808,0,1,34,1,38049,0,0
100030809,0,0,49,1,114452,1,2
100030810,1,1,30,1,57392,0,0
100030811,1,1,18,0,35832,0,0
100030812,0,0,59,2,127472,1,1
100030813,0,0,37,1,117119,0,2
100030814,1,1,34,1,165215,1,1
100030815,0,0,40,1,152495,1,1
100030816,0,0,38,1,91297,0,2
100030817,1,1,47,2,164050,1,1
100030818,0,0,46,1,138702,1,0
100030819,0,1,55,2,89498,0,0
100030820,0,1,36,1,174721,1,1
100030821,0,0,39,1,127692,2,2
100030822,0,0,18,0,119376,1,1
100030823,0,0,46,1,151108,1,1
100030824,1,1,18,0,91695,0,0
100030825,1,1,21,1,80226,0,0
100030826,0,0,37,1,147151,1,1
100030827,0,1,36,1,133929,1,1
100030828,0,0,39,1,103702,0,1
100030829,1,1,37,1,161268,2,2
100030830,1,1,41,1,112384,1,1
100030831,1,1,32,2,149530,2,1
100030832,1,1,34,1,111897,0,0
100030833,1,1,32,1,62805,0,0
100030834,1,1,36,1,124539,1,1
100030835,0,0,26,1,176463,1,1
100030836,1,1,32,1,88594,1,0
100030837,0,1,18,1,101000,1,1
100030838,1,0,53,1,104538,0,0
100030839,0,0,44,1,125263,1,0
100030840,1,1,36,1,119058,0,0
100030841,0,0,56,2,174371,2,1
100030842,0,1,30,1,106121,0,1
100030843,1,1,43,1,129766,1,2
100030844,0,0,37,1,153851,1,0
100030845,1,1,22,1,37466,0,0
100030846,1,1,58,2,138889,2,2
100030847,0,0,52,2,89472,1,1
100030848,0,1,21,1,148124,1,1
100030849,0,0,39,1,139079,1,0
100030850,0,1,29,1,149099,1,1
100030851,0,0,33,0,79495,1,0
100030852,0,0,39,1,158916,2,2
100030853,1,0,35,1,94014,0,0
100030854,0,0,60,1,192503,2,1
100030855,1,1,34,1,158218,1,1
100030856,0,0,33,0,122045,1,1
100030857,1,1,30,1,169903,1,0
100030858,1,1,25,1,110176,1,0
100030859,0,1,45,2,110615,0,0
100030860,0,0,42,1,156133,2,2
100030861,1,1,45,2,103391,1,2
100030862,0,0,26,0,63126,0,0
100030863,1,0,27,1,123774,1,1
100030864,1,0,48,1,124445,1,1
100030865,1,1,22,1,174891,2,2
100030866,1,1,30,1,166542,2,2
100030867,0,1,20,0,77981,0,1
100030868,0,0,47,1,182562,2,1
100030869,0,0,38,1,101685,1,1
100030870,0,0,61,2,140829,1,1
100030871,0,0,25,0,112304,2,2
100030872,1,1,27,1,161077,0,0
100030873,0,0,20,0,77219,0,0
100030874,0,1,26,1,106363,1,0
100030875,0,0,45,1,150626,2,1
100030876,1,1,24,1,47579,0,0
100030877,0,1,32,1,62972,1,0
100030878,0,1,55,1,164770,1,0
100030879,0,0,32,0,129767,1,1
100030880,0,0,43,1,126584,2,1
100030881,1,0,36,1,81709,0,0
100030882,0,0,20,0,104056,1,1
100030883,0,0,34,0,114590,0,1
100030884,0,0,45,1,99487,2,1
100030885,1,0,36,0,152609,2,2
100030886,1,1,23,0,99138,1,1
100030887,0,0,58,1,100633,0,0
100030888,1,0,42,1,135506,1,1
100030889,1,1,31,1,122850,1,1
100030890,0,1,28,1,159355,2,2
100030891,1,1,18,0,159336,2,1
100030892,0,0,20,0,126321,1,1
100030893,0,0,18,0,77352,0,0
100030894,1,1,51,2,90026,1,0
100030895,1,1,18,0,134781,1,1
100030896,1,0,38,1,88653,0,0
100030897,0,0,27,1,35832,0,0
100030898,0,0,61,2,167658,1,2
100030899,1,1,38,2,77065,0,0
100030900,1,1,30,1,97892,1,0
100030901,0,1,20,0,101743,1,0
100030902,0,1,38,1,192876,2,1
100030903,1,0,34,1,156673,2,1
100030904,1,1,22,1,97001,0,1
100030905,1,0,41,1,74468,0,0
100030906,0,0,42,1,155578,2,1
100030907,0,1,25,1,101842,0,0
100030908,0,0,28,0,112347,2,1
100030909,1,1,33,1,95110,0,1
100030910,0,0,45,1,156062,2,1
100030911,1,1,29,1,112611,0,0
100030912,0,0,34,1,90757,0,1
100030913,0,0,33,0,118481,1,1
100030914,0,0,25,1,147282,1,1
100030915,0,1,43,1,133777,1,0
100030916,0,0,39,1,98825,0,1
100030917,1,0,30,1,173879,1,1
100030918,1,1,44,1,116729,0,0
100030919,0,0,31,1,135663,1,2
100030920,1,1,18,0,94855,1,1
100030921,1,1,18,0,43794,0,0
100030922,0,0,28,1,95878,0,1
100030923,0,1,22,1,115476,1,0
100030924,1,1,47,2,150030,2,1
100030925,0,0,46,1,153708,1,2
100030926,1,1,25,1,166545,1,1
100030927,0,0,40,1,147752,1,0
100030928,0,0,45,1,117542,1,1
100030929,0,1,44,1,140068,1,2
100030930,1,1,36,2,101424,0,0
100030931,0,0,35,1,88246,0,0
100030932,1,1,18,0,99741,1,1
100030933,1,0,43,1,183195,2,2
100030934,0,0,22,0,55845,1,1
100030935,0,0,29,0,88174,1,1
100030936,0,0,49,2,194921,2,2
100030937,1,1,34,1,141457,1,1
100030938,1,1,42,2,213651,2,1
100030939,1,1,18,0,112796,0,0
100030940,0,1,24,2,142066,1,1
100030941,0,1,38,1,148058,1,2
100030942,1,0,32,1,142195,0,0
100030943,1,1,28,2,71432,1,0
100030944,0,0,42,1,134005,1,1
100030945,0,1,28,1,141500,1,2
100030946,0,0,33,1,146739,2,1
100030947,1,1,30,1,86796,0,0
100030948,1,0,23,0,55302,0,0
100030949,0,0,31,0,98933,0,0
100030950,1,0,48,1,171438,2,2
100030951,1,1,41,2,160412,1,1
100030952,0,1,20,1,172935,2,2
100030953,0,0,54,1,96971,1,1
100030954,1,0,40,1,167098,1,2
100030955,1,0,20,1,83855,0,0
100030956,0,1,54,2,213469,1,2
100030957,1,0,34,1,99782,1,1
100030958,0,1,32,0,164876,1,1
100030959,1,1,39,0,112182,1,0
100030960,0,0,21,0,96969,1,1
100030961,1,0,43,1,117320,1,0
100030962,0,1,37,1,153109,1,1
100030963,0,1,42,1,197070,2,2
100030964,0,0,30,1,104149,1,2
100030965,0,0,25,0,109357,1,0
100030966,0,0,36,1,127793,1,1
100030967,1,1,33,1,95195,0,0
100030968,0,0,47,1,153149,2,0
100030969,1,1,50,3,166403,2,1
100030970,1,1,33,2,149021,0,1
100030971,1,0,44,2,120180,1,0
100030972,0,1,46,1,117544,0,1
100030973,1,1,18,0,40351,0,0
100030974,0,0,38,1,117170,1,1
100030975,1,0,27,0,96632,0,0
100030976,1,1,44,1,148121,1,1
100030977,0,1,40,1,93805,1,0
100030978,1,1,22,1,124924,1,1
100030979,1,0,44,2,127130,2,1
100030980,0,1,43,1,111629,1,0
100030981,1,1,21,0,101944,1,0
100030982,0,0,43,0,181353,2,2
100030983,1,1,18,1,129405,0,0
100030984,1,0,26,0,117059,1,0
100030985,1,1,47,2,81882,0,0
100030986,1,0,41,1,163546,1,0
100030987,1,1,47,2,150978,2,2
100030988,1,1,25,1,149091,1,1
100030989,0,1,22,1,73296,1,0
100030990,0,0,37,0,86837,1,0
100030991,0,0,43,1,158127,1,1
100030992,1,1,51,2,130607,1,1
100030993,1,1,42,2,96361,0,0
100030994,1,0,43,2,87065,1,1
100030995,1,0,42,1,152244,1,1
100030996,0,0,31,1,145679,1,1
100030997,0,0,50,2,161008,1,1
100030998,1,1,38,1,128020,1,1
100030999,0,0,29,1,81674,0,1
100031000,1,1,24,1,141928,1,1
100031001,1,1,50,2,172184,2,2
100031002,0,0,24,1,102687,1,1
100031003,0,0,28,1,180335,1,1
100031004,0,0,23,1,51643,0,0
100031005,1,1,38,2,119234,1,1
100031006,1,0,18,0,71731,1,1
100031007,1,0,31,1,75454,1,0
100031008,1,1,40,2,139720,1,1
100031009,0,1,36,1,119547,1,1
100031010,1,1,18,1,148040,1,2
100031011,1,1,30,1,131264,0,1
100031012,0,0,32,1,113431,1,2
100031013,0,0,28,0,153719,1,2
100031014,0,0,35,0,96055,1,1
100031015,1,1,18,1,75432,1,1
100031016,0,0,74,2,139602,1,1
100031017,0,1,46,2,98952,1,1
100031018,0,1,55,1,206162,2,2
100031019,1,0,36,1,129452,1,0
100031020,0,0,35,1,123407,1,1
100031021,1,1,52,2,140156,1,0
100031022,1,1,29,2,153847,1,1
100031023,1,1,32,1,121398,2,2
100031024,0,1,30,1,113751,2,1
100031025,0,0,26,0,71545,1,1
100031026,0,0,37,0,124034,0,0
100031027,1,1,25,1,99355,1,2
100031028,1,1,36,2,93599,0,0
100031029,1,0,20,0,65484,1,1
100031030,1,1,34,2,113496,0,1
100031031,1,1,36,1,94766,1,2
100031032,1,0,25,0,106444,0,1
100031033,0,0,31,1,109615,1,0
100031034,0,1,29,1,167198,1,2
100031035,1,1,30,1,94312,1,1
100031036,1,1,24,1,80268,1,1
100031037,1,0,30,1,136014,1,0
100031038,0,1,29,1,137399,1,1
100031039,0,1,38,1,161099,2,2
100031040,0,0,28,0,101193,0,1
100031041,0,0,45,1,112774,1,2
100031042,0,0,24,1,148629,1,2
100031043,1,0,45,1,152700,1,1
100031044,0,0,41,1,130703,1,1
100031045,1,1,58,2,137482,1,1
100031046,1,1,33,1,155694,1,1
100031047,0,0,30,0,56918,0,1
100031048,0,1,60,2,133114,1,2
100031049,1,0,53,1,146995,1,0
100031050,1,0,36,0,109105,1,0
100031051,0,0,33,1,95613,1,0
100031052,0,1,41,1,107888,0,0
100031053,1,1,39,1,215488,2,1
100031054,0,0,64,2,80999,0,0
100031055,0,0,61,1,185804,1,1
100031056,0,1,41,2,221250,2,2
100031057,1,1,44,2,176436,2,2
100031058,1,1,48,2,145114,2,1
100031059,0,0,41,1,158286,2,1
100031060,1,0,28,1,174297,2,1
100031061,0,0,42,1,138768,1,1
100031062,0,0,39,0,88071,0,1
100031063,1,0,48,1,153287,1,2
100031064,1,0,30,1,74858,0,0
100031065,0,1,33,2,123333,1,1
100031066,1,1,38,1,61824,0,0
100031067,0,0,62,1,100489,0,0
100031068,0,1,36,1,141618,1,1
100031069,1,1,18,2,125061,1,1
100031070,0,0,43,1,140460,0,1
100031071,1,1,42,2,155859,1,1
100031072,1,0,18,0,130809,1,1
100031073,0,1,18,0,154590,1,1
100031074,0,0,44,0,138727,1,1
100031075,1,1,47,2,114056,0,0
100031076,0,1,38,1,46210,1,0
100031077,1,1,28,1,112778,1,0
100031078,0,1,42,1,110876,1,0
100031079,0,1,27,1,159697,2,2
100031080,0,0,41,1,95858,0,1
100031081,0,0,43,1,147109,2,2
100031082,0,1,46,2,113891,1,1
100031083,1,0,22,1,62589,1,1
100031084,0,0,36,1,150039,1,1
100031085,1,1,34,1,158778,1,1
100031086,1,0,34,1,137107,1,1
100031087,0,0,19,0,149089,1,2
100031088,0,0,33,1,137993,1,1
100031089,0,0,23,0,136173,1,1
100031090,1,1,36,1,102134,0,2
100031091,1,1,32,1,58625,1,1
100031092,1,1,35,1,190326,2,1
100031093,0,1,37,1,203101,2,2
100031094,0,1,42,1,143209,0,0
100031095,1,0,37,1,77488,0,0
100031096,1,1,35,2,134086,2,2
100031097,1,1,18,0,105326,0,0
100031098,1,1,38,1,112221,1,0
100031099,0,1,59,2,179713,2,1
100031100,0,0,30,1,40185,0,0
100031101,1,1,53,2,157819,1,1
100031102,0,0,54,1,141094,1,1
100031103,0,1,35,1,104488,1,1
100031104,1,1,36,2,108187,1,1
100031105,0,1,39,1,163703,1,1
100031106,1,1,46,2,73206,0,0
100031107,0,0,27,0,128153,1,1
100031108,1,1,52,2,138186,1,1
100031109,0,0,26,0,152264,1,1
100031110,1,1,26,1,75624,0,0
100031111,0,0,40,1,117247,1,0
100031112,1,1,33,1,89742,1,2
100031113,0,0,25,1,116320,1,2
100031114,0,1,35,1,120728,1,1
100031115,1,1,18,1,154942,2,2
100031116,0,0,43,1,129256,1,2
100031117,0,0,26,1,75501,1,0
100031118,0,1,37,1,135704,1,1
100031119,0,0,46,1,154330,2,1
100031120,0,0,34,1,108224,1,1
100031121,0,0,41,1,169307,2,2
100031122,1,1,23,0,102249,0,0
100031123,0,0,55,2,171379,1,0
100031124,1,0,63,2,171579,1,1
100031125,0,0,39,1,137319,1,1
100031126,1,1,18,1,88611,0,0
100031127,1,0,23,1,73086,0,0
100031128,1,1,34,1,58357,0,0
100031129,0,0,45,1,130710,1,1
100031130,1,1,46,1,135121,1,1
100031131,1,1,21,1,112248,1,2
100031132,0,0,21,0,66093,1,1
100031133,1,0,43,2,176035,1,0
100031134,0,1,18,0,128268,2,0
100031135,0,0,42,1,104045,0,0
100031136,0,0,31,0,136850,0,0
100031137,1,1,29,0,118444,2,2
100031138,1,1,38,1,132760,1,0
100031139,1,1,19,1,131055,0,1
100031140,1,1,51,1,121992,0,1
100031141,1,1,27,1,130803,0,1
100031142,1,1,18,0,120472,1,0
100031143,0,0,23,0,127838,1,2
100031144,1,1,18,0,123673,1,0
100031145,0,0,51,2,190024,2,2
100031146,1,1,28,1,113414,1,1
100031147,0,0,32,1,102206,0,1
100031148,0,0,37,1,135721,0,0
100031149,0,0,34,1,106337,0,1
100031150,1,1,42,2,147322,2,0
100031151,1,1,33,2,119493,1,1
100031152,0,0,31,1,91242,1,1
100031153,0,1,35,1,199326,2,2
100031154,0,1,54,2,100309,0,1
100031155,0,0,57,1,132423,0,0
100031156,1,0,54,1,107775,0,1
100031157,0,1,31,1,128773,1,1
100031158,0,1,42,1,122749,0,0
100031159,0,0,18,0,158683,1,1
100031160,1,1,44,2,81971,0,0
100031161,0,1,30,1,76359,0,0
100031162,0,0,23,0,132325,1,1
100031163,1,1,36,2,107953,1,1
100031164,0,0,53,2,182077,1,2
100031165,1,1,25,1,81780,1,0
100031166,1,1,36,2,115865,0,0
100031167,1,1,36,2,135830,0,1
100031168,1,1,31,1,108734,0,1
100031169,0,1,33,1,101825,1,1
100031170,0,1,28,1,141415,1,1
100031171,1,1,29,1,137927,1,1
100031172,0,0,39,1,73901,0,0
100031173,1,1,52,2,123407,0,1
100031174,0,1,31,1,151343,1,1
100031175,0,1,29,1,53623,1,1
100031176,1,0,38,1,134728,1,1
100031177,1,1,18,1,81327,1,1
100031178,0,1,42,1,99960,1,1
100031179,1,1,25,1,142375,1,1
100031180,0,0,42,1,107859,0,0
100031181,1,1,44,1,138108,1,1
100031182,1,0,26,0,78410,0,0
100031183,0,0,30,1,95437,1,1
100031184,0,0,46,1,129992,1,0
100031185,0,0,53,2,140389,1,0
100031186,0,0,32,1,213190,1,1
100031187,0,0,47,1,144965,1,1
100031188,0,0,27,0,147304,2,0
100031189,1,1,46,1,92235,0,0
100031190,1,0,41,1,101947,0,0
100031191,1,1,28,1,81251,0,1
100031192,0,0,26,1,148887,1,1
100031193,1,1,40,1,80027,0,0
100031194,0,1,32,0,120724,1,1
100031195,0,0,56,2,113356,1,0
100031196,0,1,50,1,140626,2,1
100031197,0,0,44,1,83406,0,0
100031198,1,0,18,0,95810,1,1
100031199,0,1,18,0,130730,1,0
100031200,0,0,40,0,105943,1,0
100031201,0,1,40,2,143084,2,2
100031202,0,1,34,1,116644,1,1
100031203,0,1,24,0,56076,1,1
100031204,1,0,48,2,70217,0,0
100031205,1,1,30,1,115385,0,0
100031206,1,1,21,1,117263,1,1
100031207,1,1,32,1,102793,0,0
100031208,0,1,30,1,123331,1,0
100031209,1,1,49,1,149086,0,1
100031210,0,0,47,2,151397,1,1
100031211,0,1,51,2,112041,1,1
100031212,0,1,37,1,125352,1,2
100031213,0,1,42,2,144288,1,0
100031214,0,0,54,1,133690,1,1
100031215,1,0,38,0,72109,0,0
100031216,0,0,40,1,166181,2,1
100031217,1,1,18,1,77130,0,1
100031218,1,1,35,0,49780,0,0
100031219,0,0,40,1,146134,1,0
100031220,1,0,39,1,106770,1,1
100031221,1,1,32,1,145922,1,1
100031222,1,0,25,0,80843,1,1
100031223,1,0,19,0,45182,0,0
100031224,0,1,41,2,135550,0,1
100031225,1,0,42,1,137556,1,0
100031226,0,1,30,1,124006,0,1
100031227,1,1,32,1,139733,1,1
100031228,0,0,42,1,154887,1,1
100031229,0,1,28,1,104610,1,1
100031230,1,1,51,1,141556,1,1
100031231,0,0,55,2,128204,1,0
100031232,1,1,18,1,93217,1,2
100031233,0,0,38,0,123500,1,0
100031234,1,1,39,2,154733,0,0
100031235,0,0,27,0,85161,1,1
100031236,1,1,18,0,131953,1,0
100031237,1,1,33,1,161934,1,1
100031238,0,0,43,1,168403,2,1
100031239,0,0,41,1,130991,2,1
100031240,1,1,52,2,150375,1,1
100031241,1,1,51,2,218831,2,1
100031242,1,1,28,1,78970,0,0
100031243,0,1,23,1,135414,2,2
100031244,1,0,46,2,114369,1,0
100031245,0,1,44,2,100201,1,1
100031246,0,1,26,1,98797,1,0
100031247,1,0,36,1,140781,2,2
100031248,1,1,21,1,184437,1,1
100031249,1,1,52,3,129456,0,0
100031250,0,0,34,1,121917,1,1
100031251,1,1,28,1,115851,0,0
100031252,1,0,30,1,169556,2,1
100031253,1,1,31,1,182775,2,2
100031254,0,1,29,1,163810,1,1
100031255,0,0,54,1,108632,1,1
100031256,1,1,27,2,40083,0,0
100031257,1,1,40,2,182421,2,2
100031258,0,1,42,1,53077,0,1
100031259,0,0,71,2,138336,1,2
100031260,1,1,32,1,146778,1,0
100031261,1,0,47,1,124582,0,0
100031262,1,1,39,2,106915,1,0
100031263,0,1,40,2,115910,0,0
100031264,0,0,38,1,142493,1,1
100031265,0,0,61,2,46064,1,0
100031266,0,0,45,1,91938,0,0
100031267,0,1,35,1,95685,1,1
100031268,0,0,49,1,103112,0,0
100031269,1,1,33,1,81264,0,1
100031270,0,0,37,1,153775,2,1
100031271,0,0,55,2,157618,1,2
100031272,1,1,18,0,35832,0,1
100031273,0,0,39,1,144836,1,1
100031274,1,0,23,1,154206,1,1
100031275,1,1,50,2,98083,0,0
100031276,1,1,37,1,191372,2,1
100031277,0,0,33,0,43609,0,0
100031278,0,0,30,0,119911,1,1
100031279,0,1,47,1,148017,1,1
100031280,0,1,49,2,186834,1,2
100031281,1,0,41,1,166021,1,1
100031282,0,0,19,0,124319,1,1
100031283,0,1,32,1,123845,0,0
100031284,0,0,44,1,134635,1,0
100031285,0,0,40,1,161029,1,0
100031286,1,1,23,1,100187,1,0
100031287,0,1,33,1,187381,2,0
100031288,0,1,36,1,82141,0,0
100031289,0,0,30,0,78831,1,1
100031290,1,0,34,2,97937,1,1
100031291,0,0,48,2,102752,1,1
100031292,0,1,45,2,86626,1,1
100031293,0,0,48,1,141570,1,0
100031294,0,0,37,1,113672,0,0
100031295,0,0,38,1,113708,0,1
100031296,1,1,33,1,88642,0,0
100031297,0,0,42,1,255936,2,1
100031298,1,0,39,1,131042,1,0
100031299,1,0,33,1,124846,1,0
