ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Age_Group,Income_Group,Cluster
100024108,0,0,40,1,108460,0,1,Middle (31-45),Low,1
100024109,1,1,18,0,54158,0,0,Young (18-30),Low,3
100024110,0,0,47,1,158750,1,0,Mature (46-60),Medium,2
100024111,0,0,30,1,35832,0,0,Young (18-30),Low,3
100024112,1,1,30,1,70796,1,0,Young (18-30),Low,3
100024113,0,0,41,0,140204,1,0,Middle (31-45),Medium,0
100024114,0,0,75,1,209669,1,1,Senior (60+),Medium,2
100024115,0,0,18,0,141805,1,2,Young (18-30),Medium,0
100024116,1,0,44,1,128531,0,0,Middle (31-45),Medium,1
100024117,1,0,30,1,89582,0,1,Young (18-30),Low,3
100024118,1,1,23,1,120770,1,0,Young (18-30),Low,3
100024119,0,0,33,0,53313,0,0,Middle (31-45),Low,3
100024120,0,0,41,1,124059,2,1,Middle (31-45),Low,1
100024121,0,0,46,2,139551,1,2,Mature (46-60),Medium,2
100024122,0,0,58,1,162869,2,1,Mature (46-60),Medium,2
100024123,0,0,36,1,165998,1,0,Middle (31-45),Medium,0
100024124,0,1,39,2,147074,1,1,Middle (31-45),Medium,2
100024125,0,0,43,1,128075,0,0,Middle (31-45),Medium,1
100024126,0,0,24,0,117392,2,2,Young (18-30),Low,0
100024127,0,1,46,2,171983,1,1,Mature (46-60),Medium,2
100024128,1,0,42,1,97295,0,0,Middle (31-45),Low,1
100024129,1,1,53,2,167775,2,2,Mature (46-60),Medium,2
100024130,0,1,35,1,144313,2,1,Middle (31-45),Medium,0
100024131,1,1,28,1,197649,1,0,Young (18-30),Medium,0
100024132,0,0,41,1,136894,1,0,Middle (31-45),Medium,1
100024133,0,0,51,1,152330,1,1,Mature (46-60),Medium,2
100024134,0,0,28,1,127588,1,1,Young (18-30),Medium,0
100024135,1,1,30,1,93561,1,0,Young (18-30),Low,3
100024136,1,1,31,0,62319,1,1,Middle (31-45),Low,3
100024137,1,1,32,1,149832,1,2,Middle (31-45),Medium,0
100024138,0,1,26,1,154313,1,1,Young (18-30),Medium,0
100024139,1,0,18,0,100267,1,0,Young (18-30),Low,3
100024140,1,1,42,1,99460,0,1,Middle (31-45),Low,1
100024141,0,0,33,0,86134,0,1,Middle (31-45),Low,3
100024142,1,1,18,0,57212,1,0,Young (18-30),Low,3
100024143,0,1,50,2,170154,2,1,Mature (46-60),Medium,2
100024144,1,1,31,1,59896,0,0,Middle (31-45),Low,3
100024145,0,1,18,0,132249,1,2,Young (18-30),Medium,0
100024146,0,0,37,1,124763,1,1,Middle (31-45),Low,0
100024147,0,0,29,0,150600,1,2,Young (18-30),Medium,0
100024148,0,0,30,1,165163,2,2,Young (18-30),Medium,0
100024149,1,0,29,1,108773,1,1,Young (18-30),Low,3
100024150,0,0,63,2,118516,0,0,Senior (60+),Low,2
100024151,0,0,39,1,96936,1,1,Middle (31-45),Low,1
100024152,1,1,39,1,36354,0,1,Middle (31-45),Low,3
100024153,0,1,31,1,111333,1,1,Middle (31-45),Low,0
100024154,1,0,66,2,153643,1,1,Senior (60+),Medium,2
100024155,1,1,37,1,143773,1,1,Middle (31-45),Medium,0
100024156,0,0,43,1,139256,1,1,Middle (31-45),Medium,1
100024157,1,1,38,1,184111,1,1,Middle (31-45),Medium,0
100024158,0,0,54,2,167324,1,1,Mature (46-60),Medium,2
100024159,0,0,30,1,78904,1,1,Young (18-30),Low,3
100024160,1,1,34,1,114361,0,1,Middle (31-45),Low,1
100024161,0,0,52,1,177007,1,1,Mature (46-60),Medium,2
100024162,0,0,26,0,102265,1,2,Young (18-30),Low,3
100024163,0,0,36,1,87439,0,1,Middle (31-45),Low,1
100024164,1,0,51,2,189897,1,1,Mature (46-60),Medium,2
100024165,1,0,34,0,113514,1,0,Middle (31-45),Low,1
100024166,1,1,30,2,74742,0,1,Young (18-30),Low,3
100024167,0,0,27,1,141195,1,1,Young (18-30),Medium,0
100024168,0,0,41,2,110288,1,0,Middle (31-45),Low,1
100024169,1,1,18,1,68273,0,1,Young (18-30),Low,3
100024170,1,1,20,0,126134,1,2,Young (18-30),Low,0
100024171,0,0,51,1,185050,1,2,Mature (46-60),Medium,2
100024172,0,0,35,1,115929,0,0,Middle (31-45),Low,1
100024173,0,0,42,1,138405,1,1,Middle (31-45),Medium,0
100024174,1,1,22,0,104814,1,0,Young (18-30),Low,3
100024175,0,0,59,2,173257,1,2,Mature (46-60),Medium,2
100024176,0,0,40,1,160092,0,1,Middle (31-45),Medium,0
100024177,1,1,34,1,137564,1,0,Middle (31-45),Medium,0
100024178,0,0,42,1,134508,1,1,Middle (31-45),Medium,1
100024179,0,0,32,0,121454,1,0,Middle (31-45),Low,0
100024180,1,1,23,1,50663,0,0,Young (18-30),Low,3
100024181,1,0,37,1,127874,1,1,Middle (31-45),Medium,0
100024182,1,0,40,1,129159,0,1,Middle (31-45),Medium,1
100024183,1,1,35,1,92313,0,0,Middle (31-45),Low,3
100024184,1,0,33,1,145929,2,1,Middle (31-45),Medium,0
100024185,1,1,53,2,222408,1,1,Mature (46-60),High,2
100024186,0,0,32,0,119900,1,2,Middle (31-45),Low,0
100024187,0,0,46,1,126944,2,2,Mature (46-60),Low,1
100024188,0,0,34,1,161021,1,1,Middle (31-45),Medium,0
100024189,0,0,51,1,135128,1,1,Mature (46-60),Medium,2
100024190,0,1,25,1,206904,2,2,Young (18-30),Medium,0
100024191,1,1,30,1,36118,0,0,Young (18-30),Low,3
100024192,0,0,31,1,142691,2,1,Middle (31-45),Medium,0
100024193,0,0,36,1,175488,1,0,Middle (31-45),Medium,0
100024194,1,0,18,0,49124,0,1,Young (18-30),Low,3
100024195,0,0,18,0,76599,1,0,Young (18-30),Low,3
100024196,0,0,52,1,136710,1,0,Mature (46-60),Medium,2
100024197,0,0,33,1,89289,1,1,Middle (31-45),Low,1
100024198,0,0,32,0,108189,1,0,Middle (31-45),Low,1
100024199,0,1,35,2,90828,1,2,Middle (31-45),Low,1
100024200,1,1,46,1,66257,0,0,Mature (46-60),Low,1
100024201,1,0,18,0,80468,0,1,Young (18-30),Low,3
100024202,1,1,18,0,85747,0,0,Young (18-30),Low,3
100024203,0,1,44,1,137636,1,1,Middle (31-45),Medium,1
100024204,0,1,31,1,133784,1,0,Middle (31-45),Medium,0
100024205,0,0,43,1,137541,1,0,Middle (31-45),Medium,1
100024206,0,0,44,1,150450,1,1,Middle (31-45),Medium,2
100024207,0,0,54,2,149785,1,2,Mature (46-60),Medium,2
100024208,1,1,20,1,113450,0,0,Young (18-30),Low,3
100024209,1,1,49,2,116847,1,0,Mature (46-60),Low,1
100024210,0,0,46,1,97138,2,2,Mature (46-60),Low,1
100024211,0,0,54,2,114048,1,2,Mature (46-60),Low,2
100024212,0,1,40,1,190047,2,2,Middle (31-45),Medium,0
100024213,0,0,39,1,102375,0,1,Middle (31-45),Low,1
100024214,1,1,62,3,104668,1,1,Senior (60+),Low,1
100024215,1,0,46,1,145502,1,1,Mature (46-60),Medium,2
100024216,0,0,54,2,128023,0,0,Mature (46-60),Medium,2
100024217,0,0,34,0,159860,1,1,Middle (31-45),Medium,0
100024218,0,0,41,1,98515,1,0,Middle (31-45),Low,1
100024219,1,1,44,1,44849,0,0,Middle (31-45),Low,1
100024220,0,1,32,1,111136,1,1,Middle (31-45),Low,0
100024221,0,0,40,1,167648,1,1,Middle (31-45),Medium,0
100024222,0,0,26,1,99410,1,0,Young (18-30),Low,3
100024223,1,1,38,1,206849,2,2,Middle (31-45),Medium,0
100024224,0,0,34,0,139321,2,1,Middle (31-45),Medium,0
100024225,0,1,38,1,72306,0,1,Middle (31-45),Low,1
100024226,0,1,31,1,108044,1,1,Middle (31-45),Low,0
100024227,1,0,20,0,57572,0,1,Young (18-30),Low,3
100024228,1,1,39,2,130870,2,1,Middle (31-45),Medium,2
100024229,0,0,32,0,104992,0,0,Middle (31-45),Low,3
100024230,0,0,36,1,164479,1,1,Middle (31-45),Medium,0
100024231,0,1,24,1,112402,0,0,Young (18-30),Low,3
100024232,1,1,28,0,96277,1,0,Young (18-30),Low,3
100024233,1,0,22,0,77127,1,2,Young (18-30),Low,3
100024234,1,1,55,3,223909,2,1,Mature (46-60),High,2
100024235,0,0,44,1,133388,1,1,Middle (31-45),Medium,1
100024236,0,0,47,1,118351,1,1,Mature (46-60),Low,1
100024237,1,1,42,2,112948,0,0,Middle (31-45),Low,1
100024238,1,0,24,1,103257,1,0,Young (18-30),Low,3
100024239,0,0,28,1,76068,0,1,Young (18-30),Low,3
100024240,0,0,24,1,116141,1,1,Young (18-30),Low,0
100024241,1,1,44,1,77200,0,0,Middle (31-45),Low,1
100024242,0,0,20,0,103194,1,1,Young (18-30),Low,3
100024243,1,0,52,1,171996,1,2,Mature (46-60),Medium,2
100024244,0,0,53,1,105410,0,1,Mature (46-60),Low,1
100024245,0,0,30,0,105974,0,0,Young (18-30),Low,3
100024246,1,0,48,1,157430,1,0,Mature (46-60),Medium,2
100024247,1,0,46,1,147126,1,1,Mature (46-60),Medium,2
100024248,0,0,48,1,139971,1,0,Mature (46-60),Medium,2
100024249,1,1,39,2,65407,0,0,Middle (31-45),Low,1
100024250,0,1,28,0,72851,1,1,Young (18-30),Low,3
100024251,0,1,23,1,158453,1,0,Young (18-30),Medium,0
100024252,0,1,38,1,141788,1,2,Middle (31-45),Medium,0
100024253,0,0,28,0,133198,1,0,Young (18-30),Medium,0
100024254,1,1,52,2,160610,1,1,Mature (46-60),Medium,2
100024255,0,1,45,1,137983,0,2,Middle (31-45),Medium,1
100024256,0,0,36,0,110966,1,1,Middle (31-45),Low,1
100024257,0,1,31,1,127756,0,1,Middle (31-45),Medium,0
100024258,0,0,42,2,135801,1,1,Middle (31-45),Medium,2
100024259,0,0,21,1,59370,0,0,Young (18-30),Low,3
100024260,0,1,19,1,121257,1,1,Young (18-30),Low,0
100024261,0,0,63,2,191733,2,2,Senior (60+),Medium,2
100024262,0,0,44,1,152946,1,2,Middle (31-45),Medium,2
100024263,0,1,39,1,116297,1,1,Middle (31-45),Low,1
100024264,0,0,41,1,126911,1,1,Middle (31-45),Low,1
100024265,0,0,59,2,175885,2,1,Mature (46-60),Medium,2
100024266,0,0,29,0,137567,0,0,Young (18-30),Medium,0
100024267,1,0,34,1,156083,1,0,Middle (31-45),Medium,0
100024268,0,0,38,1,117833,0,1,Middle (31-45),Low,1
100024269,1,1,48,2,90086,1,2,Mature (46-60),Low,1
100024270,1,0,38,1,171912,1,1,Middle (31-45),Medium,0
100024271,0,1,65,3,133983,1,1,Senior (60+),Medium,2
100024272,0,0,21,0,113513,1,2,Young (18-30),Low,3
100024273,1,0,23,1,95296,1,1,Young (18-30),Low,3
100024274,0,0,34,1,138298,1,0,Middle (31-45),Medium,0
100024275,0,1,35,2,152347,1,1,Middle (31-45),Medium,0
100024276,1,0,51,1,94314,0,0,Mature (46-60),Low,1
100024277,1,0,42,1,174027,1,1,Middle (31-45),Medium,0
100024278,1,1,24,1,84906,0,0,Young (18-30),Low,3
100024279,1,1,36,1,190462,2,2,Middle (31-45),Medium,0
100024280,0,1,18,1,67257,0,0,Young (18-30),Low,3
100024281,1,1,36,1,161524,1,1,Middle (31-45),Medium,0
100024282,0,1,33,1,200004,2,1,Middle (31-45),Medium,0
100024283,0,1,25,1,158643,2,2,Young (18-30),Medium,0
100024284,0,1,46,2,110007,1,1,Mature (46-60),Low,1
100024285,1,1,43,2,113325,0,1,Middle (31-45),Low,1
100024286,1,1,28,1,166350,1,0,Young (18-30),Medium,0
100024287,1,1,18,1,100432,1,1,Young (18-30),Low,3
100024288,0,0,29,1,122720,1,0,Young (18-30),Low,0
100024289,1,1,51,3,97506,1,0,Mature (46-60),Low,1
100024290,1,0,36,0,99841,1,1,Middle (31-45),Low,1
100024291,0,0,33,0,75576,1,1,Middle (31-45),Low,3
100024292,1,1,18,1,88218,1,0,Young (18-30),Low,3
100024293,0,0,44,1,133168,1,1,Middle (31-45),Medium,1
100024294,1,1,33,1,132845,1,1,Middle (31-45),Medium,0
100024295,0,0,36,1,140703,0,1,Middle (31-45),Medium,0
100024296,1,1,18,1,131342,1,1,Young (18-30),Medium,0
100024297,1,0,38,1,113385,0,0,Middle (31-45),Low,1
100024298,0,0,42,1,85229,0,0,Middle (31-45),Low,1
100024299,0,0,59,2,172222,1,2,Mature (46-60),Medium,2
100024300,1,1,36,2,139047,1,0,Middle (31-45),Medium,0
100024301,0,0,47,1,38642,0,0,Mature (46-60),Low,1
100024302,1,1,27,1,86759,1,0,Young (18-30),Low,3
100024303,0,0,36,1,125717,1,0,Middle (31-45),Low,0
100024304,1,1,28,0,142980,1,0,Young (18-30),Medium,0
100024305,1,0,27,1,64962,0,0,Young (18-30),Low,3
100024306,1,1,39,2,83304,0,0,Middle (31-45),Low,1
100024307,0,0,58,2,105000,0,1,Mature (46-60),Low,1
100024308,0,0,34,0,102361,0,0,Middle (31-45),Low,1
100024309,1,0,23,0,91161,1,1,Young (18-30),Low,3
100024310,0,0,50,1,124540,1,0,Mature (46-60),Low,1
100024311,1,0,26,0,110605,0,1,Young (18-30),Low,3
100024312,0,1,18,0,147200,0,2,Young (18-30),Medium,0
100024313,1,1,33,1,80731,1,0,Middle (31-45),Low,3
100024314,0,0,35,1,96059,1,2,Middle (31-45),Low,1
100024315,1,1,51,1,86963,1,0,Mature (46-60),Low,1
100024316,1,1,42,1,170706,1,0,Middle (31-45),Medium,0
100024317,0,0,26,0,90914,1,1,Young (18-30),Low,3
100024318,1,1,44,2,90653,1,1,Middle (31-45),Low,1
100024319,1,1,40,1,134608,1,1,Middle (31-45),Medium,0
100024320,1,1,38,2,74180,1,2,Middle (31-45),Low,1
100024321,1,1,37,1,126518,1,0,Middle (31-45),Low,0
100024322,1,0,40,1,95450,0,1,Middle (31-45),Low,1
100024323,0,0,32,0,92288,1,0,Middle (31-45),Low,3
100024324,1,1,32,1,147345,1,1,Middle (31-45),Medium,0
100024325,1,0,25,0,45091,0,0,Young (18-30),Low,3
100024326,1,1,27,1,92938,0,0,Young (18-30),Low,3
100024327,1,1,36,1,113287,1,0,Middle (31-45),Low,1
100024328,0,0,18,0,124416,1,2,Young (18-30),Low,0
100024329,0,0,36,1,95101,0,0,Middle (31-45),Low,1
100024330,1,1,29,1,143315,1,1,Young (18-30),Medium,0
100024331,1,1,24,1,112822,1,0,Young (18-30),Low,3
100024332,0,0,43,1,108249,1,0,Middle (31-45),Low,1
100024333,1,0,30,0,136746,1,1,Young (18-30),Medium,0
100024334,0,0,29,0,104806,1,1,Young (18-30),Low,3
100024335,0,0,46,1,137016,1,1,Mature (46-60),Medium,1
100024336,1,1,22,0,101159,0,0,Young (18-30),Low,3
100024337,1,1,35,1,185258,1,0,Middle (31-45),Medium,0
100024338,0,0,32,0,110031,1,0,Middle (31-45),Low,1
100024339,0,0,30,1,183246,1,1,Young (18-30),Medium,0
100024340,0,0,50,2,179382,2,1,Mature (46-60),Medium,2
100024341,1,1,59,3,207453,0,1,Mature (46-60),Medium,2
100024342,0,0,52,1,141218,2,1,Mature (46-60),Medium,2
100024343,0,0,27,0,78766,0,1,Young (18-30),Low,3
100024344,1,1,42,1,110444,1,0,Middle (31-45),Low,1
100024345,0,1,26,1,136496,1,1,Young (18-30),Medium,0
100024346,0,0,51,1,185448,2,1,Mature (46-60),Medium,2
100024347,0,0,27,0,141800,1,1,Young (18-30),Medium,0
100024348,0,0,56,1,123194,1,0,Mature (46-60),Low,1
100024349,0,0,43,1,101279,0,0,Middle (31-45),Low,1
100024350,1,1,38,1,116846,0,0,Middle (31-45),Low,1
100024351,0,0,52,2,115221,1,2,Mature (46-60),Low,2
100024352,0,0,42,1,153823,1,2,Middle (31-45),Medium,0
100024353,1,1,27,0,123857,1,1,Young (18-30),Low,0
100024354,0,0,31,0,105245,0,1,Middle (31-45),Low,3
100024355,0,0,60,1,108228,1,1,Mature (46-60),Low,1
100024356,1,1,23,1,190696,2,1,Young (18-30),Medium,0
100024357,0,1,22,0,56571,0,0,Young (18-30),Low,3
100024358,0,0,18,0,122821,1,0,Young (18-30),Low,3
100024359,0,1,46,2,168628,1,2,Mature (46-60),Medium,2
100024360,1,1,18,0,113956,1,1,Young (18-30),Low,3
100024361,0,0,40,1,166367,1,1,Middle (31-45),Medium,0
100024362,1,0,19,0,79611,1,0,Young (18-30),Low,3
100024363,1,0,42,1,87941,1,0,Middle (31-45),Low,1
100024364,1,1,27,1,131818,1,0,Young (18-30),Medium,0
100024365,0,1,55,2,35832,0,0,Mature (46-60),Low,1
100024366,1,0,35,1,187501,2,2,Middle (31-45),Medium,0
100024367,0,0,29,1,128146,2,1,Young (18-30),Medium,0
100024368,0,0,30,0,125235,1,1,Young (18-30),Low,0
100024369,1,0,19,0,171126,2,2,Young (18-30),Medium,0
100024370,0,1,44,1,181496,1,1,Middle (31-45),Medium,2
100024371,0,0,23,0,52912,0,0,Young (18-30),Low,3
100024372,0,0,45,2,134890,1,1,Middle (31-45),Medium,2
100024373,1,1,33,1,108546,1,1,Middle (31-45),Low,3
100024374,0,0,32,1,119715,0,0,Middle (31-45),Low,0
100024375,1,1,46,2,134170,0,0,Mature (46-60),Medium,2
100024376,1,1,48,2,96236,0,0,Mature (46-60),Low,1
100024377,0,1,23,0,79753,0,0,Young (18-30),Low,3
100024378,0,0,39,1,123932,1,0,Middle (31-45),Low,1
100024379,1,0,44,1,139626,1,1,Middle (31-45),Medium,1
100024380,1,1,56,2,108869,1,2,Mature (46-60),Low,2
100024381,1,1,26,1,207696,1,1,Young (18-30),Medium,0
100024382,1,1,48,1,128808,1,1,Mature (46-60),Medium,1
100024383,0,1,21,0,149108,1,1,Young (18-30),Medium,0
100024384,1,1,28,2,91159,0,0,Young (18-30),Low,3
100024385,1,1,28,1,87916,0,0,Young (18-30),Low,3
100024386,0,1,30,1,35832,0,0,Young (18-30),Low,3
100024387,0,0,33,0,130729,0,1,Middle (31-45),Medium,0
100024388,0,0,58,2,121452,1,0,Mature (46-60),Low,2
100024389,0,1,29,1,92230,0,0,Young (18-30),Low,3
100024390,0,0,35,1,89898,1,1,Middle (31-45),Low,1
100024391,1,0,22,1,109328,1,1,Young (18-30),Low,3
100024392,0,1,34,1,87620,0,1,Middle (31-45),Low,3
100024393,0,1,45,2,169845,2,2,Middle (31-45),Medium,2
100024394,1,1,35,1,193370,2,1,Middle (31-45),Medium,0
100024395,1,1,44,2,125015,1,1,Middle (31-45),Low,1
100024396,0,0,41,1,156052,2,2,Middle (31-45),Medium,0
100024397,1,1,26,1,125829,0,0,Young (18-30),Low,3
100024398,0,0,52,1,125387,2,1,Mature (46-60),Low,1
100024399,0,0,31,0,45659,0,0,Middle (31-45),Low,3
100024400,1,1,46,3,108404,1,1,Mature (46-60),Low,1
100024401,0,0,46,1,198202,1,1,Mature (46-60),Medium,2
100024402,0,0,26,1,83132,0,0,Young (18-30),Low,3
100024403,0,1,28,1,73825,0,0,Young (18-30),Low,3
100024404,0,0,61,2,132559,1,1,Senior (60+),Medium,2
100024405,1,1,37,2,145910,1,1,Middle (31-45),Medium,0
100024406,0,0,21,0,131912,1,1,Young (18-30),Medium,0
100024407,0,1,39,1,112468,1,1,Middle (31-45),Low,1
100024408,1,0,46,2,35832,0,0,Mature (46-60),Low,1
100024409,1,1,26,1,120163,1,1,Young (18-30),Low,0
100024410,1,0,37,1,94446,1,1,Middle (31-45),Low,1
100024411,0,0,41,0,127657,1,1,Middle (31-45),Medium,1
100024412,1,1,18,1,88252,2,1,Young (18-30),Low,3
100024413,1,1,19,1,151388,1,1,Young (18-30),Medium,0
100024414,1,1,18,0,60400,0,0,Young (18-30),Low,3
100024415,0,1,21,0,77049,1,1,Young (18-30),Low,3
100024416,1,1,42,2,89787,0,0,Middle (31-45),Low,1
100024417,0,0,35,1,165005,2,1,Middle (31-45),Medium,0
100024418,0,0,25,0,118993,1,0,Young (18-30),Low,0
100024419,1,1,30,1,70364,0,0,Young (18-30),Low,3
100024420,1,1,18,0,100744,0,1,Young (18-30),Low,3
100024421,1,1,47,2,71649,1,0,Mature (46-60),Low,1
100024422,0,1,44,1,133804,2,1,Middle (31-45),Medium,1
100024423,1,1,61,2,185679,1,1,Senior (60+),Medium,2
100024424,0,0,38,0,136414,1,1,Middle (31-45),Medium,0
100024425,1,0,45,2,56129,0,1,Middle (31-45),Low,1
100024426,1,1,61,2,123222,0,1,Senior (60+),Low,2
100024427,0,0,62,1,177899,2,2,Senior (60+),Medium,2
100024428,0,0,43,1,127390,1,1,Middle (31-45),Medium,1
100024429,0,1,40,1,92205,1,0,Middle (31-45),Low,1
100024430,1,1,18,0,115777,1,0,Young (18-30),Low,3
100024431,1,1,33,2,138381,1,1,Middle (31-45),Medium,0
100024432,0,1,47,2,121956,1,1,Mature (46-60),Low,2
100024433,0,1,45,2,178083,2,2,Middle (31-45),Medium,2
100024434,1,1,23,1,136273,2,0,Young (18-30),Medium,0
100024435,1,0,18,0,137019,1,0,Young (18-30),Medium,0
100024436,0,0,40,0,175885,1,2,Middle (31-45),Medium,2
100024437,0,1,36,1,106658,1,1,Middle (31-45),Low,1
100024438,0,1,47,1,138205,1,1,Mature (46-60),Medium,2
100024439,1,0,26,1,63700,1,0,Young (18-30),Low,3
100024440,0,1,47,2,198826,2,1,Mature (46-60),Medium,2
100024441,1,1,36,2,145773,1,0,Middle (31-45),Medium,0
100024442,1,1,26,1,131144,1,1,Young (18-30),Medium,0
100024443,1,0,53,1,194847,1,1,Mature (46-60),Medium,2
100024444,1,1,18,1,122210,1,1,Young (18-30),Low,3
100024445,0,0,52,2,168522,1,2,Mature (46-60),Medium,2
100024446,1,0,43,1,145951,1,0,Middle (31-45),Medium,0
100024447,0,0,43,1,111372,0,0,Middle (31-45),Low,1
100024448,1,1,24,1,91362,1,0,Young (18-30),Low,3
100024449,0,0,56,1,150627,1,2,Mature (46-60),Medium,2
100024450,1,1,18,0,54855,0,0,Young (18-30),Low,3
100024451,0,0,37,1,95939,0,0,Middle (31-45),Low,1
100024452,1,1,56,2,174172,1,2,Mature (46-60),Medium,2
100024453,1,1,37,2,129360,1,2,Middle (31-45),Medium,0
100024454,1,1,45,2,113758,0,0,Middle (31-45),Low,1
100024455,0,0,18,0,69463,0,1,Young (18-30),Low,3
100024456,1,1,38,1,165832,1,0,Middle (31-45),Medium,0
100024457,0,0,42,1,113778,0,1,Middle (31-45),Low,1
100024458,0,0,26,0,71782,1,1,Young (18-30),Low,3
100024459,0,1,48,2,144646,1,2,Mature (46-60),Medium,2
100024460,0,0,30,0,103459,2,1,Young (18-30),Low,3
100024461,0,0,29,1,137312,1,0,Young (18-30),Medium,0
100024462,1,1,53,2,60814,0,0,Mature (46-60),Low,1
100024463,0,0,35,0,164040,1,1,Middle (31-45),Medium,0
100024464,1,1,40,2,124550,0,1,Middle (31-45),Low,1
100024465,1,1,54,2,127503,0,1,Mature (46-60),Medium,2
100024466,0,0,21,0,107218,0,0,Young (18-30),Low,3
100024467,0,0,42,1,131743,0,2,Middle (31-45),Medium,1
100024468,1,1,48,2,110856,1,1,Mature (46-60),Low,1
100024469,1,1,39,2,130941,0,0,Middle (31-45),Medium,1
100024470,1,0,28,0,46040,0,0,Young (18-30),Low,3
100024471,1,0,25,0,86385,1,0,Young (18-30),Low,3
100024472,0,1,46,2,84698,0,0,Mature (46-60),Low,1
100024473,0,0,18,0,151621,2,1,Young (18-30),Medium,0
100024474,1,1,30,1,81078,0,0,Young (18-30),Low,3
100024475,1,0,18,1,36028,0,0,Young (18-30),Low,3
100024476,0,1,52,2,158109,1,2,Mature (46-60),Medium,2
100024477,0,1,19,0,111322,1,1,Young (18-30),Low,3
100024478,1,1,59,2,217499,2,2,Mature (46-60),Medium,2
100024479,1,1,52,2,204941,1,1,Mature (46-60),Medium,2
100024480,1,0,44,2,131900,0,0,Middle (31-45),Medium,1
100024481,1,1,35,1,160219,2,0,Middle (31-45),Medium,0
100024482,0,0,46,2,147509,0,0,Mature (46-60),Medium,2
100024483,0,0,56,2,188946,1,2,Mature (46-60),Medium,2
100024484,0,0,18,0,98879,1,0,Young (18-30),Low,3
100024485,1,1,28,1,149672,2,1,Young (18-30),Medium,0
100024486,0,1,39,1,214688,1,2,Middle (31-45),Medium,0
100024487,1,1,25,1,162606,1,0,Young (18-30),Medium,0
100024488,1,0,36,1,47935,1,0,Middle (31-45),Low,3
100024489,1,1,41,3,91487,0,0,Middle (31-45),Low,1
100024490,0,1,51,2,192211,1,2,Mature (46-60),Medium,2
100024491,0,1,28,1,110587,1,2,Young (18-30),Low,0
100024492,1,0,45,1,100478,0,0,Middle (31-45),Low,1
100024493,1,1,29,2,118679,1,1,Young (18-30),Low,0
100024494,0,0,39,1,138717,0,1,Middle (31-45),Medium,0
100024495,0,0,32,0,118757,1,1,Middle (31-45),Low,0
100024496,0,1,28,0,101282,1,0,Young (18-30),Low,3
100024497,1,1,23,0,145646,1,0,Young (18-30),Medium,0
100024498,0,0,34,0,140462,2,1,Middle (31-45),Medium,0
100024499,1,1,46,2,175828,2,2,Mature (46-60),Medium,2
100024500,0,1,22,0,126051,1,1,Young (18-30),Low,0
100024501,0,0,27,0,170633,2,2,Young (18-30),Medium,0
100024502,0,1,23,1,85184,1,2,Young (18-30),Low,3
100024503,1,0,53,2,163281,1,0,Mature (46-60),Medium,2
100024504,1,1,38,1,143688,1,1,Middle (31-45),Medium,0
100024505,0,0,24,0,102683,1,1,Young (18-30),Low,3
100024506,1,1,23,1,134337,1,0,Young (18-30),Medium,0
100024507,1,1,53,2,126816,0,0,Mature (46-60),Low,2
100024508,1,1,57,2,116343,0,0,Mature (46-60),Low,2
100024509,1,1,19,1,78422,1,1,Young (18-30),Low,3
100024510,1,1,34,2,111092,0,0,Middle (31-45),Low,1
100024511,0,1,36,1,205894,2,1,Middle (31-45),Medium,0
100024512,0,0,51,2,143208,1,1,Mature (46-60),Medium,2
100024513,0,1,46,1,114147,1,1,Mature (46-60),Low,1
100024514,1,0,33,1,151191,1,2,Middle (31-45),Medium,0
100024515,0,0,54,1,146520,0,2,Mature (46-60),Medium,2
100024516,1,0,37,0,76789,1,0,Middle (31-45),Low,1
100024517,0,0,35,1,168922,2,2,Middle (31-45),Medium,0
100024518,0,1,48,2,161252,1,0,Mature (46-60),Medium,2
100024519,1,1,18,1,132707,1,1,Young (18-30),Medium,0
100024520,0,0,37,1,215454,2,2,Middle (31-45),Medium,0
100024521,1,1,18,0,147296,1,0,Young (18-30),Medium,0
100024522,1,1,26,1,49454,1,0,Young (18-30),Low,3
100024523,1,1,18,0,90222,0,0,Young (18-30),Low,3
100024524,0,0,51,1,131825,1,1,Mature (46-60),Medium,1
100024525,0,0,34,0,131716,1,1,Middle (31-45),Medium,0
100024526,1,0,25,0,95077,1,0,Young (18-30),Low,3
100024527,0,0,26,0,137843,1,2,Young (18-30),Medium,0
100024528,0,1,41,2,109243,1,1,Middle (31-45),Low,1
100024529,1,1,44,2,133396,0,0,Middle (31-45),Medium,2
100024530,1,0,33,1,99607,0,0,Middle (31-45),Low,3
100024531,0,1,36,1,166819,2,2,Middle (31-45),Medium,0
100024532,0,0,41,1,185725,2,2,Middle (31-45),Medium,2
100024533,0,0,26,0,182181,1,1,Young (18-30),Medium,0
100024534,1,1,31,1,151496,2,2,Middle (31-45),Medium,0
100024535,1,1,25,1,128703,1,2,Young (18-30),Medium,0
100024536,0,1,34,2,183289,2,1,Middle (31-45),Medium,0
100024537,1,0,44,1,180980,2,1,Middle (31-45),Medium,2
100024538,0,1,29,1,48497,0,1,Young (18-30),Low,3
100024539,0,0,33,0,152994,2,2,Middle (31-45),Medium,0
100024540,0,0,36,1,116925,1,0,Middle (31-45),Low,1
100024541,1,0,47,2,161415,2,1,Mature (46-60),Medium,2
